object_id,class,split,object_path
airplane_0400,airplane,train,airplane/train/airplane_0400.off
airplane_0401,airplane,train,airplane/train/airplane_0401.off
airplane_0402,airplane,train,airplane/train/airplane_0402.off
airplane_0403,airplane,train,airplane/train/airplane_0403.off
airplane_0404,airplane,train,airplane/train/airplane_0404.off
airplane_0405,airplane,train,airplane/train/airplane_0405.off
airplane_0406,airplane,train,airplane/train/airplane_0406.off
airplane_0407,airplane,train,airplane/train/airplane_0407.off
airplane_0408,airplane,train,airplane/train/airplane_0408.off
airplane_0409,airplane,train,airplane/train/airplane_0409.off
airplane_0410,airplane,train,airplane/train/airplane_0410.off
airplane_0411,airplane,train,airplane/train/airplane_0411.off
airplane_0412,airplane,train,airplane/train/airplane_0412.off
airplane_0413,airplane,train,airplane/train/airplane_0413.off
airplane_0414,airplane,train,airplane/train/airplane_0414.off
airplane_0415,airplane,train,airplane/train/airplane_0415.off
airplane_0416,airplane,train,airplane/train/airplane_0416.off
airplane_0417,airplane,train,airplane/train/airplane_0417.off
airplane_0418,airplane,train,airplane/train/airplane_0418.off
airplane_0419,airplane,train,airplane/train/airplane_0419.off
airplane_0420,airplane,train,airplane/train/airplane_0420.off
airplane_0421,airplane,train,airplane/train/airplane_0421.off
airplane_0422,airplane,train,airplane/train/airplane_0422.off
airplane_0423,airplane,train,airplane/train/airplane_0423.off
airplane_0424,airplane,train,airplane/train/airplane_0424.off
airplane_0425,airplane,train,airplane/train/airplane_0425.off
airplane_0426,airplane,train,airplane/train/airplane_0426.off
airplane_0427,airplane,train,airplane/train/airplane_0427.off
airplane_0428,airplane,train,airplane/train/airplane_0428.off
airplane_0429,airplane,train,airplane/train/airplane_0429.off
airplane_0430,airplane,train,airplane/train/airplane_0430.off
airplane_0431,airplane,train,airplane/train/airplane_0431.off
airplane_0432,airplane,train,airplane/train/airplane_0432.off
airplane_0433,airplane,train,airplane/train/airplane_0433.off
airplane_0434,airplane,train,airplane/train/airplane_0434.off
airplane_0435,airplane,train,airplane/train/airplane_0435.off
airplane_0436,airplane,train,airplane/train/airplane_0436.off
airplane_0437,airplane,train,airplane/train/airplane_0437.off
airplane_0438,airplane,train,airplane/train/airplane_0438.off
airplane_0439,airplane,train,airplane/train/airplane_0439.off
airplane_0440,airplane,train,airplane/train/airplane_0440.off
airplane_0441,airplane,train,airplane/train/airplane_0441.off
airplane_0442,airplane,train,airplane/train/airplane_0442.off
airplane_0443,airplane,train,airplane/train/airplane_0443.off
airplane_0444,airplane,train,airplane/train/airplane_0444.off
airplane_0445,airplane,train,airplane/train/airplane_0445.off
airplane_0446,airplane,train,airplane/train/airplane_0446.off
airplane_0447,airplane,train,airplane/train/airplane_0447.off
airplane_0448,airplane,train,airplane/train/airplane_0448.off
airplane_0449,airplane,train,airplane/train/airplane_0449.off
airplane_0450,airplane,train,airplane/train/airplane_0450.off
airplane_0451,airplane,train,airplane/train/airplane_0451.off
airplane_0452,airplane,train,airplane/train/airplane_0452.off
airplane_0453,airplane,train,airplane/train/airplane_0453.off
airplane_0454,airplane,train,airplane/train/airplane_0454.off
airplane_0455,airplane,train,airplane/train/airplane_0455.off
airplane_0456,airplane,train,airplane/train/airplane_0456.off
airplane_0457,airplane,train,airplane/train/airplane_0457.off
airplane_0458,airplane,train,airplane/train/airplane_0458.off
airplane_0459,airplane,train,airplane/train/airplane_0459.off
airplane_0460,airplane,train,airplane/train/airplane_0460.off
airplane_0461,airplane,train,airplane/train/airplane_0461.off
airplane_0462,airplane,train,airplane/train/airplane_0462.off
airplane_0463,airplane,train,airplane/train/airplane_0463.off
airplane_0464,airplane,train,airplane/train/airplane_0464.off
airplane_0465,airplane,train,airplane/train/airplane_0465.off
airplane_0466,airplane,train,airplane/train/airplane_0466.off
airplane_0467,airplane,train,airplane/train/airplane_0467.off
airplane_0468,airplane,train,airplane/train/airplane_0468.off
airplane_0469,airplane,train,airplane/train/airplane_0469.off
airplane_0470,airplane,train,airplane/train/airplane_0470.off
airplane_0471,airplane,train,airplane/train/airplane_0471.off
airplane_0472,airplane,train,airplane/train/airplane_0472.off
airplane_0473,airplane,train,airplane/train/airplane_0473.off
airplane_0474,airplane,train,airplane/train/airplane_0474.off
airplane_0475,airplane,train,airplane/train/airplane_0475.off
airplane_0476,airplane,train,airplane/train/airplane_0476.off
airplane_0477,airplane,train,airplane/train/airplane_0477.off
airplane_0478,airplane,train,airplane/train/airplane_0478.off
airplane_0479,airplane,train,airplane/train/airplane_0479.off
airplane_0480,airplane,train,airplane/train/airplane_0480.off
airplane_0481,airplane,train,airplane/train/airplane_0481.off
airplane_0482,airplane,train,airplane/train/airplane_0482.off
airplane_0483,airplane,train,airplane/train/airplane_0483.off
airplane_0484,airplane,train,airplane/train/airplane_0484.off
airplane_0485,airplane,train,airplane/train/airplane_0485.off
airplane_0486,airplane,train,airplane/train/airplane_0486.off
airplane_0487,airplane,train,airplane/train/airplane_0487.off
airplane_0488,airplane,train,airplane/train/airplane_0488.off
airplane_0489,airplane,train,airplane/train/airplane_0489.off
airplane_0490,airplane,train,airplane/train/airplane_0490.off
airplane_0491,airplane,train,airplane/train/airplane_0491.off
airplane_0492,airplane,train,airplane/train/airplane_0492.off
airplane_0493,airplane,train,airplane/train/airplane_0493.off
airplane_0494,airplane,train,airplane/train/airplane_0494.off
airplane_0495,airplane,train,airplane/train/airplane_0495.off
airplane_0496,airplane,train,airplane/train/airplane_0496.off
airplane_0497,airplane,train,airplane/train/airplane_0497.off
airplane_0498,airplane,train,airplane/train/airplane_0498.off
airplane_0499,airplane,train,airplane/train/airplane_0499.off
airplane_0500,airplane,train,airplane/train/airplane_0500.off
airplane_0501,airplane,train,airplane/train/airplane_0501.off
airplane_0502,airplane,train,airplane/train/airplane_0502.off
airplane_0503,airplane,train,airplane/train/airplane_0503.off
airplane_0504,airplane,train,airplane/train/airplane_0504.off
airplane_0505,airplane,train,airplane/train/airplane_0505.off
airplane_0506,airplane,train,airplane/train/airplane_0506.off
airplane_0507,airplane,train,airplane/train/airplane_0507.off
airplane_0508,airplane,train,airplane/train/airplane_0508.off
airplane_0509,airplane,train,airplane/train/airplane_0509.off
airplane_0510,airplane,train,airplane/train/airplane_0510.off
airplane_0511,airplane,train,airplane/train/airplane_0511.off
airplane_0512,airplane,train,airplane/train/airplane_0512.off
airplane_0513,airplane,train,airplane/train/airplane_0513.off
airplane_0514,airplane,train,airplane/train/airplane_0514.off
airplane_0515,airplane,train,airplane/train/airplane_0515.off
airplane_0516,airplane,train,airplane/train/airplane_0516.off
airplane_0517,airplane,train,airplane/train/airplane_0517.off
airplane_0518,airplane,train,airplane/train/airplane_0518.off
airplane_0519,airplane,train,airplane/train/airplane_0519.off
airplane_0520,airplane,train,airplane/train/airplane_0520.off
airplane_0521,airplane,train,airplane/train/airplane_0521.off
airplane_0522,airplane,train,airplane/train/airplane_0522.off
airplane_0523,airplane,train,airplane/train/airplane_0523.off
airplane_0524,airplane,train,airplane/train/airplane_0524.off
airplane_0525,airplane,train,airplane/train/airplane_0525.off
airplane_0526,airplane,train,airplane/train/airplane_0526.off
airplane_0527,airplane,train,airplane/train/airplane_0527.off
airplane_0528,airplane,train,airplane/train/airplane_0528.off
airplane_0529,airplane,train,airplane/train/airplane_0529.off
airplane_0530,airplane,train,airplane/train/airplane_0530.off
airplane_0531,airplane,train,airplane/train/airplane_0531.off
airplane_0532,airplane,train,airplane/train/airplane_0532.off
airplane_0533,airplane,train,airplane/train/airplane_0533.off
airplane_0534,airplane,train,airplane/train/airplane_0534.off
airplane_0535,airplane,train,airplane/train/airplane_0535.off
airplane_0536,airplane,train,airplane/train/airplane_0536.off
airplane_0537,airplane,train,airplane/train/airplane_0537.off
airplane_0538,airplane,train,airplane/train/airplane_0538.off
airplane_0539,airplane,train,airplane/train/airplane_0539.off
airplane_0540,airplane,train,airplane/train/airplane_0540.off
airplane_0541,airplane,train,airplane/train/airplane_0541.off
airplane_0542,airplane,train,airplane/train/airplane_0542.off
airplane_0543,airplane,train,airplane/train/airplane_0543.off
airplane_0544,airplane,train,airplane/train/airplane_0544.off
airplane_0545,airplane,train,airplane/train/airplane_0545.off
airplane_0546,airplane,train,airplane/train/airplane_0546.off
airplane_0547,airplane,train,airplane/train/airplane_0547.off
airplane_0548,airplane,train,airplane/train/airplane_0548.off
airplane_0549,airplane,train,airplane/train/airplane_0549.off
airplane_0550,airplane,train,airplane/train/airplane_0550.off
airplane_0551,airplane,train,airplane/train/airplane_0551.off
airplane_0552,airplane,train,airplane/train/airplane_0552.off
airplane_0553,airplane,train,airplane/train/airplane_0553.off
airplane_0554,airplane,train,airplane/train/airplane_0554.off
airplane_0555,airplane,train,airplane/train/airplane_0555.off
airplane_0556,airplane,train,airplane/train/airplane_0556.off
airplane_0557,airplane,train,airplane/train/airplane_0557.off
airplane_0558,airplane,train,airplane/train/airplane_0558.off
airplane_0559,airplane,train,airplane/train/airplane_0559.off
airplane_0560,airplane,train,airplane/train/airplane_0560.off
airplane_0561,airplane,train,airplane/train/airplane_0561.off
airplane_0562,airplane,train,airplane/train/airplane_0562.off
airplane_0563,airplane,train,airplane/train/airplane_0563.off
airplane_0564,airplane,train,airplane/train/airplane_0564.off
airplane_0565,airplane,train,airplane/train/airplane_0565.off
airplane_0566,airplane,train,airplane/train/airplane_0566.off
airplane_0567,airplane,train,airplane/train/airplane_0567.off
airplane_0568,airplane,train,airplane/train/airplane_0568.off
airplane_0569,airplane,train,airplane/train/airplane_0569.off
airplane_0570,airplane,train,airplane/train/airplane_0570.off
airplane_0571,airplane,train,airplane/train/airplane_0571.off
airplane_0572,airplane,train,airplane/train/airplane_0572.off
airplane_0573,airplane,train,airplane/train/airplane_0573.off
airplane_0574,airplane,train,airplane/train/airplane_0574.off
airplane_0575,airplane,train,airplane/train/airplane_0575.off
airplane_0576,airplane,train,airplane/train/airplane_0576.off
airplane_0577,airplane,train,airplane/train/airplane_0577.off
airplane_0578,airplane,train,airplane/train/airplane_0578.off
airplane_0579,airplane,train,airplane/train/airplane_0579.off
airplane_0580,airplane,train,airplane/train/airplane_0580.off
airplane_0581,airplane,train,airplane/train/airplane_0581.off
airplane_0582,airplane,train,airplane/train/airplane_0582.off
airplane_0583,airplane,train,airplane/train/airplane_0583.off
airplane_0584,airplane,train,airplane/train/airplane_0584.off
airplane_0585,airplane,train,airplane/train/airplane_0585.off
airplane_0586,airplane,train,airplane/train/airplane_0586.off
airplane_0587,airplane,train,airplane/train/airplane_0587.off
airplane_0588,airplane,train,airplane/train/airplane_0588.off
airplane_0589,airplane,train,airplane/train/airplane_0589.off
airplane_0590,airplane,train,airplane/train/airplane_0590.off
airplane_0591,airplane,train,airplane/train/airplane_0591.off
airplane_0592,airplane,train,airplane/train/airplane_0592.off
airplane_0593,airplane,train,airplane/train/airplane_0593.off
airplane_0594,airplane,train,airplane/train/airplane_0594.off
airplane_0595,airplane,train,airplane/train/airplane_0595.off
airplane_0596,airplane,train,airplane/train/airplane_0596.off
airplane_0597,airplane,train,airplane/train/airplane_0597.off
airplane_0598,airplane,train,airplane/train/airplane_0598.off
airplane_0599,airplane,train,airplane/train/airplane_0599.off
airplane_0600,airplane,train,airplane/train/airplane_0600.off
airplane_0601,airplane,train,airplane/train/airplane_0601.off
airplane_0602,airplane,train,airplane/train/airplane_0602.off
airplane_0603,airplane,train,airplane/train/airplane_0603.off
airplane_0604,airplane,train,airplane/train/airplane_0604.off
airplane_0605,airplane,train,airplane/train/airplane_0605.off
airplane_0606,airplane,train,airplane/train/airplane_0606.off
airplane_0607,airplane,train,airplane/train/airplane_0607.off
airplane_0608,airplane,train,airplane/train/airplane_0608.off
airplane_0609,airplane,train,airplane/train/airplane_0609.off
airplane_0610,airplane,train,airplane/train/airplane_0610.off
airplane_0611,airplane,train,airplane/train/airplane_0611.off
airplane_0612,airplane,train,airplane/train/airplane_0612.off
airplane_0613,airplane,train,airplane/train/airplane_0613.off
airplane_0614,airplane,train,airplane/train/airplane_0614.off
airplane_0615,airplane,train,airplane/train/airplane_0615.off
airplane_0616,airplane,train,airplane/train/airplane_0616.off
airplane_0617,airplane,train,airplane/train/airplane_0617.off
airplane_0618,airplane,train,airplane/train/airplane_0618.off
airplane_0619,airplane,train,airplane/train/airplane_0619.off
airplane_0620,airplane,train,airplane/train/airplane_0620.off
airplane_0621,airplane,train,airplane/train/airplane_0621.off
airplane_0622,airplane,train,airplane/train/airplane_0622.off
airplane_0623,airplane,train,airplane/train/airplane_0623.off
airplane_0624,airplane,train,airplane/train/airplane_0624.off
airplane_0625,airplane,train,airplane/train/airplane_0625.off
airplane_0626,airplane,train,airplane/train/airplane_0626.off
